name,benchmark,num_tasks,success_rate,verifier_pass_rate,avg_total_tokens,avg_llm_calls,avg_latency_ms,avg_cost_rub,cost_per_solved_rub
manual_graph,_overall,40,1.00,1.00,931,3.33,6946,0.555,0.555
flybrain_sim_pretrain,_overall,40,0.825,0.974,2678,10.85,7573,1.78,2.16
flybrain_sim_pretrain_watchdog_v3,_overall,40,0.975,0.996,2156,8.65,163,1.48,1.52
er_prior_watchdog_v2,_overall,40,0.950,0.993,2265,8.38,4323,1.59,1.68
