name,benchmark,num_tasks,success_rate,verifier_pass_rate,avg_total_tokens,avg_llm_calls,avg_latency_ms,avg_cost_rub,cost_per_solved_rub
manual_graph,_overall,20,0.950,0.993,5296,12.80,99379,0.000,0.000
degree_preserving,_overall,20,0.950,0.993,2148,4.75,9440,0.000,0.000
flybrain_sim_pretrain,_overall,20,0.900,0.985,10298,32.00,62691,0.000,0.000
