name,benchmark,num_tasks,success_rate,verifier_pass_rate,avg_total_tokens,avg_llm_calls,avg_latency_ms,avg_cost_rub,cost_per_solved_rub
emb_ablation_none,_overall,60,0.000,0.708,0.000,0.000,0.000,0.000,∞
emb_ablation_task,_overall,60,0.000,0.453,0.000,0.000,0.000,0.000,∞
emb_ablation_task_agent,_overall,60,0.000,0.456,3.72,0.033,90.87,0.001,∞
emb_ablation_task_agent_trace,_overall,60,0.000,0.456,3.72,0.033,0.000,0.001,∞
emb_ablation_full,_overall,60,0.000,0.433,1.63,0.017,0.000,0.001,∞
