name,benchmark,num_tasks,success_rate,verifier_pass_rate,avg_total_tokens,avg_llm_calls,avg_latency_ms,avg_cost_rub,cost_per_solved_rub
manual_graph,_overall,20,0.950,0.993,7724,15.85,195120,0.000,0.000
flybrain_sim_pretrain,_overall,20,0.750,0.963,11062,32.00,115173,0.000,0.000
flybrain_sim_pretrain_watchdog,_overall,20,0.700,0.955,4419,8.85,34270,0.000,0.000
